"day_of_year","tv_ad_spend","social_media_spend","email_marketing","product_price","competitor_price","temperature","is_holiday","viral_campaign","sales"
60,13.2040912691726,1.642646699903,17.4244781577603,49.851280702278,45.9643055968643,37.5755555524974,"0","0",1688.55991733557
61,154.221364536302,18.5871375573562,30.9768675255901,45.6148102600127,41.627241795787,30.3036131753456,"0","0",1402.85890915538
62,103.356988496771,11.191572507607,12.7643187339976,32.2900019492954,27.4898119146391,28.9431704414078,"0","0",1338.98152953549
63,188.422311553263,3.77465647839199,4.03081541608593,44.7908061835915,39.310845447447,42.2475664685754,"0","0",2011.58209528857
64,74.5330681283555,42.9416329679224,17.104235886675,37.8003112412989,33.2701310770366,26.1160206744269,"0","1",1314.70669492512
65,174.839130895979,11.835930929337,44.0712848324557,14.5424822531641,12.6904260619907,32.9745414842604,"0","0",1603.23504607069
66,25.5227246820211,36.6282489958921,11.186856921846,14.5638437289745,15.3522341873159,39.2775409294795,"0","0",1824.73451517114
67,102.544836642002,6.01751438875074,18.3595932068728,44.8276223149151,38.9345772848507,40.8445602181166,"0","0",1899.98575448233
68,58.8399504282239,14.2338143542499,23.2141193840647,36.6625175904483,35.6188324169549,35.2849222667078,"0","0",1618.32909946158
69,31.5974163518536,63.2966189682715,57.7361977100038,22.0668916683644,21.0560653573286,40.4453608275204,"0","0",1876.7934636913
70,78.0236974517721,53.5839235116655,58.451749787998,28.01559234038,24.7925796282158,37.8211383732448,"0","0",1781.72133967712
71,143.881371483385,50.1091836434404,33.9050916914813,13.6769985966384,8.42936694512222,33.53757330266,"0","0",1586.66054355008
72,68.4550986188788,44.0761368208,5.28824769651557,46.6137292981148,42.0034941032489,31.7945501711388,"0","0",1451.02473648866
73,36.9306548009796,5.59037998852279,33.7572490999475,12.0327965542674,13.2121834606036,30.9661896864033,"0","0",1440.49884570108
74,66.7678763019064,42.9526341707058,52.4236636312389,23.8301310036331,25.4212507890978,32.5497436043409,"0","1",1658.7809061697
75,145.96441778718,22.2022177955814,53.73130170515,45.3228754643351,40.0520309003933,39.2714601964669,"0","0",1893.99506933288
76,47.5883215588109,8.9133481576218,17.406722708656,12.395098535344,11.2668778796533,40.4862671217702,"0","0",1964.55323473911
77,70.6267808410955,30.6484088307471,23.3263487378821,32.7031952794641,28.9429741373918,31.1285446771679,"0","0",1462.63425349277
78,68.1546357407692,61.1446139444133,49.3548206205075,24.5675198733807,22.9902726736057,43.8611521804885,"0","0",2128.69912066351
79,78.8957243277767,26.6264728013533,5.81975036400166,14.8510955274105,15.0212932893298,30.4148433405241,"0","0",1453.56240601938
80,85.3420248322946,43.9970854768023,27.9337748878249,17.7050305064768,18.2368884230214,38.6043965184679,"0","0",1864.8317593113
81,141.536041721595,33.0191225829451,25.3416646937954,24.3195501714945,20.8910795004032,40.191812806678,"0","0",2099.74992697
82,58.0893989169306,6.54602228748442,1.39135468791013,38.6152814514935,34.727828314008,34.7532870151556,"0","0",1598.74102606959
83,96.2103003835036,24.7766011448244,8.02688425809632,10.5130923073739,7.19894353699793,40.5225508266488,"0","0",1924.81081060558
84,31.1620584353997,2.02057003675529,31.0615072441941,31.5528064128011,28.742646078738,30.5960440793793,"0","0",1371.88382228993
85,128.999052995923,48.6710746867066,24.1331039023887,31.2301747966558,30.9867673921655,41.0049258722274,"0","0",2085.00703093335
86,45.9001922536343,21.3451086382232,8.08102081362348,33.0932518467307,27.7727048494422,32.5425800646171,"0","0",1470.68713899452
87,56.5986115671755,5.95394065600591,130.854116372312,45.5224318988621,40.7133346752138,36.7392513847047,"0","0",1707.48287422258
88,26.1640743008428,8.59477530315841,52.4763742233097,46.9527659844607,42.1963779604009,31.9195636127401,"0","0",1427.76506546175
89,103.269253431433,54.1259172554937,79.6394780238456,40.4561854433268,33.5810139684336,37.5887446356126,"0","0",1787.85711741305
90,119.957433262592,16.6415981151436,19.8590386801461,40.258611086756,36.3230188795213,27.0429384113308,"0","0",1244.41944011489
91,18.9014024037489,17.9836082844663,14.5309939234587,31.6919426433742,29.3678882191411,34.1219927327031,"0","0",1570.95399314901
92,119.632674672503,16.7835143701536,42.3415459958449,21.4504872821271,20.4887799083665,36.0082437652084,"0","0",1726.17804297361
93,88.9780072798911,26.3037789322119,27.1377072014838,28.9228242542595,26.6443454847516,29.7640969796823,"0","0",1388.97232509455
94,197.447643895503,7.30468073765789,29.0693672816779,29.2091010510921,23.0564324847786,39.509878881937,"0","0",1887.49667841816
95,25.3985979855447,3.547275119422,6.75415833268978,38.6447050236166,36.5371430344927,32.2792130994027,"0","0",1430.8308785519
96,125.308148367985,29.7818551801253,114.693831798685,25.7909866981208,25.6277286243912,32.478898243817,"0","0",1517.96337353296
97,36.1173996445306,1.26877586384738,52.2896652964876,47.3451333399862,43.5349280933985,31.2535628398414,"0","0",1367.0601317053
98,7.09646638673942,8.4780603432338,73.7030943634257,47.2148837801069,45.0819652575186,38.7714605924855,"0","0",1715.50825608807
99,39.1779549314619,41.7179827816023,14.5442504945518,38.6297131795436,33.898501496347,30.3620937146025,"0","0",1319.92819436922
100,16.7618738362832,5.02356165847388,25.9124760049072,47.5072962511331,43.253658460268,43.6321154722818,"0","0",1947.37346066385
101,98.6905006842639,96.5580277002269,34.1874245637564,23.4104472398758,21.1002102809897,31.8233009972912,"0","0",1423.31207027046
102,43.5174668788249,21.9090869331099,19.399353077729,16.4150928519666,15.8730416943961,39.3819592412276,"0","0",1800.07438993869
103,29.0259159348341,4.39854396850983,42.7423474652295,40.5312330741435,37.6681102465972,30.1709233674259,"0","1",1464.65453241976
104,426.299642595019,32.6618760462993,33.6985794647064,13.2359193079174,12.6942084963903,30.5728025048982,"0","0",1537.27564797845
105,88.2436297340965,18.124336440057,28.317351730385,16.8004832603037,17.5470250205895,32.9607460856564,"0","0",1684.23419558247
106,136.066958387618,6.14114709170961,19.3761349073184,47.1625926438719,43.850959206008,29.0390501709022,"0","0",1305.72355376506
107,168.733047569965,37.2823714767292,60.9742021731183,25.6616693269461,23.3085348355306,39.7884524354192,"0","0",1893.41917509914
108,38.1800492518661,10.3337227428213,23.300087243038,28.1055967509747,23.2397224808728,40.1144889676811,"0","0",2010.28073766629
109,112.542312392234,39.3670317096337,4.41555856763694,40.9692907333374,37.2069458926665,31.5239632092485,"0","0",1425.47995673672
110,101.833880593806,61.7813628156273,76.7808584124671,11.9914318155497,14.9657182693769,47.4524418292069,"0","0",2284.28379385302
111,42.5806148644724,91.7356773841645,46.873962117966,24.6228434052318,18.386851966434,43.3943579504708,"0","0",1995.71787066537
112,58.2538014872893,4.99807069898174,5.47756446042483,34.0045838151127,28.6931217411038,36.8265018502913,"0","0",1651.726714305
113,81.6240316738661,15.3594994934534,7.10114304052015,27.7542984299362,23.7009034514567,36.497467474506,"0","0",1662.79556528494
114,21.4221709669983,65.9620358746517,15.12162035098,17.6261774543673,17.2928013735744,31.0743389291119,"0","0",1347.96510178236
115,135.064447137728,149.947871354879,49.9251303788041,45.9547025058419,42.7381597635518,36.3143019752666,"0","0",1652.36691822253
116,12.6503708743948,38.7067434033141,67.7020826349639,18.6898967251182,20.2294900228811,30.1936680475149,"0","0",1334.78375243122
117,153.418833013999,6.83492363621982,36.0303415415688,24.836685936898,21.1014945937616,26.9769697529989,"0","0",1246.02819641257
118,66.687354642902,33.8032841978732,9.02079626117997,32.561106570065,29.4728197171151,17.1440471724503,"0","0",1074.37648908466
119,191.04804715843,44.1482728340521,30.4435214298671,48.6292560212314,42.7883021565386,29.7619322435235,"0","0",1543.43842115061
120,43.5911768850727,28.4006499657105,17.69670634258,12.7192703261971,12.7961297692461,40.1554161222328,"1","0",2087.40063468776
121,200.635173471144,92.6640900646387,9.89165165329623,47.344803577289,41.9249224684951,33.0615714228733,"0","0",1574.91624223811
122,279.492417411268,20.5216708732249,11.1702476123166,35.4430060833693,33.2997994194457,28.7917211781401,"0","0",1418.78661668301
123,48.890384157489,14.0194616592084,22.4523483718583,34.8706578183919,28.5450788369929,37.2570306331585,"0","0",1710.8845706226
124,102.061751820859,30.4288447487313,29.9793320765132,18.0264801904559,15.0539340222998,34.0697419475792,"0","0",1611.3071332512
125,31.4617028934797,78.2747479101783,79.2204982800449,28.1280931644142,25.0798008022345,33.636982038921,"0","0",1556.46544970057
126,268.644317530733,17.4212823920499,12.7855861617288,36.0606738273054,27.054938905962,33.9392235009449,"0","0",1623.18753495132
127,115.885833317981,15.1921255102028,5.60656863334486,22.4866859149188,19.1252880149251,33.3215709511499,"0","0",1545.15513041826
128,96.7615089481991,4.77633171295682,64.5298655644517,47.0955142471939,43.7054621943114,42.8925653602453,"0","0",2009.55749306853
129,185.157765744944,16.0507185055956,41.3246768124883,28.2515203673393,23.3418450499002,29.8641334887057,"0","0",1383.26842997157
130,154.22247621956,31.5715804250782,8.01985049757036,22.0238026604056,18.7064205431455,30.0515511022196,"0","0",1388.2296811468
131,62.7298612467893,15.4451631415972,13.8563841223505,46.9117619562894,44.3693157470648,25.2171205315057,"0","0",1087.21195975531
132,74.7809120150714,55.4614344137605,28.2804944509203,44.170559104532,41.3858651018483,29.7674590087833,"0","0",1358.63454629785
133,178.056736721778,29.5147982998901,8.81899934374008,49.1352990549058,45.0254249917641,30.8202794564682,"0","0",1441.63999282217
134,46.0012385076638,5.0240632484838,22.8020070183241,17.0926731266081,16.7114616448901,30.061256077166,"0","0",1386.48373209961
135,236.490587695195,6.96781851377371,45.6819654660269,25.6500668171793,23.681236935038,32.1152617634733,"0","0",1559.08556868105
136,81.8879305774539,56.4930180221804,6.10641633485323,17.0853807032108,12.0307988514121,29.9228365147454,"0","0",1402.69624743962
137,161.090172160514,2.06618411931997,11.7507317610896,18.6791405361146,19.7608593355538,28.2810164233247,"0","0",1355.05134373297
138,129.409543069402,41.0303665081177,33.8308820063463,30.3116318676621,29.2825849319794,29.2707612352111,"0","0",1385.22062453579
139,20.5247642955745,50.973372205654,39.2427037124577,32.6063870545477,26.2231368423488,41.540427813778,"0","0",1941.62339681842
140,129.033097286376,7.42975132986392,21.9361871099472,24.1344675701112,22.9706814571998,26.1880150865349,"0","0",1200.40532584889
141,64.0775252823495,4.31967626755435,5.87597603305367,38.9228799380362,31.1390695634218,27.383701025227,"0","0",1180.26841792188
142,106.090433049483,17.8814026407925,19.6452980226331,14.0932833403349,12.0048018139515,24.0100884797719,"0","0",1123.34959428982
143,107.062636293929,74.7832866324752,12.9252112053499,13.324805945158,11.5297788426545,30.598509712162,"0","0",1372.26146486762
144,47.9261835531182,39.346231832301,15.5840133610626,17.2760986350477,10.3125089632111,30.0801127083603,"0","0",1319.94330722514
145,140.116823324773,31.8224989136356,1.99441165205244,14.8971605766565,12.6941665006773,31.032870435381,"0","0",1420.82219607617
146,20.0563019247439,26.5315978595772,12.5711184693127,48.2334535848349,46.3121125548699,26.8090888429066,"0","0",1278.87578864058
147,69.2023768381614,10.84696102843,3.56857689141619,28.0699366144836,27.4935132959344,37.9700685144265,"0","0",1733.41751598976
148,103.059889400511,1.40130668784883,14.3475208883339,23.306483682245,21.0340529523936,25.2378082169012,"0","0",1114.47289078568
149,104.542511455214,18.2309185593012,4.63953845296157,42.976378230378,44.9637316171689,27.0842827409642,"0","0",1210.58534844389
150,113.005728772337,6.01346689393133,30.3403701246204,10.8073845878243,9.89099068330259,14.4972450326561,"0","0",1141.46654450637
151,119.262138274401,38.8922633464274,46.4593788057947,37.3971213679761,34.2872535451553,18.2274428492188,"0","0",1099.17852746374
152,235.462645056062,95.8321268273168,4.0406576760592,35.6601188797504,31.4705007954524,30.0509789517927,"0","0",1402.18986043186
153,114.615782981532,4.99103276053656,0.169278070209232,36.418901309371,32.1903598439843,29.2352782932123,"0","0",1428.44405369629
154,20.4890608821052,30.4845760165061,11.6198796842484,17.5123458821326,17.0521356659269,17.3545075694883,"0","0",1064.44136649205
155,34.5426225957694,74.256452749973,12.3950594778723,35.9772303979844,34.4045864320199,26.5709117167108,"0","0",1256.06948127601
156,92.024673270407,12.0462062784811,5.49347794684542,12.2547078598291,10.6446301984375,30.4965037098806,"0","0",1350.29587814523
157,109.370166826115,37.1690416024967,30.0852558272736,24.828937780112,25.0382483381535,18.371369120354,"0","0",1070.56357963806
158,68.0437709575088,55.7418329381433,42.2011800215394,29.3707536533475,24.4381568806499,16.8861657128228,"0","0",1021.11135490338
159,76.9506587129612,63.8264266226688,52.7720922895803,48.6575869470835,43.5978561406944,21.5532503637917,"0","0",991.147664395835
160,151.648954832199,15.9381549740985,80.9986360272343,10.5566035397351,7.82505572571683,15.6037520781524,"0","0",1078.61942490705
161,61.1289898555498,36.4869941697605,31.886192747604,41.2525051925331,38.2530319251596,24.2594803062114,"0","0",994.491375954867
162,93.9853697501632,8.21003434169011,57.1064524205856,10.3090030420572,11.0356594036855,24.40487835912,"0","0",1059.19079314802
163,121.542847763125,68.3177631077629,96.4879050723315,49.1393588576466,41.5634933998821,18.8971854024631,"0","0",1036.84500414556
164,43.0272874088358,15.1002799008489,68.2445420528414,13.9817751664668,11.4669549166663,12.4896792155854,"0","0",1047.10983754002
165,42.3263516030984,36.6809571866186,16.864786119154,26.092706406489,22.4368238095602,13.3017671523956,"0","0",1026.69376083384
166,135.905021156998,12.0077996734046,42.9579959499597,45.0648048426956,40.5227231625292,20.6505539774853,"0","0",1062.51220031459
167,68.9944314030294,33.934284247174,24.0337309445488,35.981203475967,30.4889306934828,28.7058481434755,"0","0",1227.28336542187
168,120.969050584033,0.326352548214089,31.0168347543026,16.4099266659468,14.4951314209888,16.6764113048718,"0","0",1069.31944670462
169,33.3830498582972,52.5375608536876,26.2724546372432,31.5937418024987,31.827666274221,16.3509394650026,"0","0",1013.7745716983
170,107.154251449846,103.126539508675,45.5546673382895,25.2516627497971,25.8764789970885,17.888541521491,"0","0",1073.67190840565
171,101.037100968283,22.97418993563,30.5142779727707,13.6808069422841,14.3549010235598,20.8249971585086,"0","0",1054.21644846954
172,201.956603733994,5.58995960916822,19.5213652007252,32.2283640690148,30.601986071202,13.6275790744936,"0","0",1055.44425831977
173,13.7619896175517,34.1686722410524,73.6896505918713,22.1272307634354,20.6944486821813,22.6007580619675,"0","1",1212.52007037776
174,114.244071457517,64.479152287294,12.2393514753064,18.958305362612,17.4323795771339,8.82812764648757,"0","0",1027.59972923479
175,136.05782308383,134.764104528816,25.0154754876921,49.7162372432649,45.8080487592013,16.4532174050737,"0","0",1004.13158796761
176,178.971217040547,12.7037814045332,21.075917368956,32.1970345731825,28.2377237900677,22.561489454882,"0","0",1029.41664537695
177,47.4713378263145,1.85684891014872,28.3436166803761,42.4541647918522,38.1307483056797,11.3416650297691,"0","0",990.319739775585
178,65.3563882283286,16.5204244049742,2.06411174443928,11.1350317951292,6.67240986389888,15.0886171189451,"0","0",1039.9198119767
179,182.294373418615,13.9000788443104,13.7705603507014,18.0960851442069,14.9776589296573,15.3835574581492,"0","1",1313.8512013679
180,128.973113643618,20.9853110652907,19.0888829372043,31.4737481810153,31.1579139545274,10.5202836022551,"0","0",1072.64517632113
181,103.006953780894,9.12602528473045,18.1810728530453,37.1459364984185,34.9051753013261,12.5843346456756,"0","0",1067.09550110673
182,31.2550149975363,6.2416369554541,35.981259275248,21.3285373430699,22.0153302270013,16.1032851650656,"0","0",1061.38010216148
183,37.4753285624407,6.48894927973186,26.1936087898355,29.4933183304965,26.330134159374,17.0082835379374,"0","0",1030.36890201194
184,118.868154574409,48.0552221653306,2.40005325655925,39.4592302944511,40.7938131488006,25.5617565846963,"0","0",1096.7588516641
185,103.186293900728,74.6500798907916,16.5924208750333,11.0658126790076,10.8476006846228,15.8957616659663,"0","0",1069.6684764438
186,63.1492269481403,5.51713837067417,7.43445986099417,20.1465765852481,16.2089980838133,19.2715281789838,"0","0",1027.11710971733
187,16.0037721354715,9.8584111995433,116.543584056884,10.647118287161,8.246349377946,19.6429235260623,"0","0",1031.53533304107
188,85.8784575708669,7.66973434466219,30.1960911223579,26.8859860580415,21.2751739146026,13.8727484879432,"0","0",1014.2539116185
189,32.7799421093817,31.8985791164089,10.2831762721386,37.0314774569124,30.9575278737594,11.6597639894551,"0","0",990.43344894668
190,156.656890447672,118.656150290264,34.7343069740255,42.3961373884231,38.9192234672887,10.6635269347538,"0","0",1004.33523713044
191,10.6499587202282,7.8852804344956,16.4994820382522,46.746763214469,36.934026538703,17.8056084644894,"0","0",1099.94973234005
192,66.4058211953255,1.87879266037217,83.8816986323737,14.5388263184577,10.6861438784654,13.4136633100994,"0","1",1289.28021738279
193,70.2260811784527,12.2795935718162,20.0743718816568,48.1598972901702,41.2133762407426,11.618179940982,"0","0",989.737807485199
194,157.713678906804,27.8863152608915,8.85242999592261,21.508877761662,20.6216282211166,12.1113982210202,"0","0",1080.73519766734
195,43.8455637882196,17.8976637759431,14.2598254156998,47.9476710408926,43.4476348697269,8.37980897683831,"0","0",1011.82017136542
196,130.383989853706,14.3700512845024,34.8967539927192,21.4156713429838,21.1866080067931,12.3881933574731,"0","0",1099.90734174386
197,180.156056854,2.55774724079056,10.7150081565997,16.3110479246825,18.3679364029044,17.5961849102037,"0","0",1098.38576903213
198,104.464329522463,28.1658807889847,45.7829547190046,11.6633198224008,6.51176858185504,14.200733636745,"0","0",1076.89980030259
199,165.005016565265,90.187275309699,25.2919632255532,25.9465342480689,21.7151437594842,10.490647777851,"0","0",1077.34143031171
200,35.1955592572824,12.3447830250354,27.728486301786,40.8096087072045,36.0993474332536,0.115044507785349,"0","0",972.744604382227
201,58.3001251568272,2.66342724588784,38.3204590491885,21.0813705995679,20.8536395077127,5.87211994187323,"0","0",1019.0699358564
202,75.0468039661738,214.34887970591,18.0401050237883,12.465220252052,12.4116134846988,12.8194804370927,"0","0",1019.9738222211
203,271.90596026882,11.957971025247,35.8944071005643,30.5233630165458,30.5341260735309,15.1663220248832,"0","0",1060.8854743965
204,146.113028309578,26.4875912719252,36.6946879070765,44.1851303167641,38.3817285612916,0.102620577247452,"0","0",1004.95537976054
205,129.403623532331,83.6375080824131,22.7567386697779,34.4694331102073,33.7830115825761,4.63466272714681,"0","0",999.665698187966
206,22.483938210468,11.9839785338415,17.2855589379664,13.9180134888738,15.5276819862965,1.17731524836238,"0","0",965.561924333388
207,195.731882095425,10.1570332947877,28.7978032531608,46.891831709072,42.865339890443,-0.938652643955278,"0","0",1014.4111579211
208,47.7122868118623,23.4520099558442,29.7496058606028,49.0635960828513,44.0408750665872,-4.63911713258827,"0","0",948.52001093786
209,88.7091432752667,73.2345378910556,13.1276457473785,13.2509504072368,12.4816323692298,4.91018850647503,"0","0",1015.37782789924
210,139.617130088424,0.811296987032911,53.7801912145669,43.1105954200029,38.6721236390804,0.573177976747877,"0","0",1022.73963829339
211,150.35927766841,23.1024388274616,26.6594908087347,46.9482330139726,44.0655614854591,-2.82526439756718,"0","0",1006.5238183764
212,156.521279641323,117.846983638307,23.8687068869877,38.4800927713513,33.9488624778649,9.1128466546034,"0","0",1159.594250095
213,65.3430686549018,2.8997973607187,7.54632572169338,26.3371476251632,22.8160850263535,9.75615859794611,"0","0",971.156931418676
214,202.60248402653,9.72523712269591,61.4800912958123,40.9381635393947,35.6111668558868,10.1033375882515,"0","0",1020.8894994388
215,96.0083117063318,13.7450868670953,123.662340937482,45.6879602652043,39.9693707629216,7.5599982244133,"0","0",979.124645520394
216,102.230077072087,9.36763605911269,112.865919942066,45.1213669590652,40.7737915525616,3.25275474571252,"0","0",967.204858874508
217,74.3382511099458,14.228691424269,43.3063374538136,27.2745213005692,25.3695707399092,5.46732814070226,"0","1",1223.92697703055
218,261.827663162458,34.369256943389,48.1550481845203,21.8553164508194,19.4451825080574,1.15024726122761,"0","0",1039.21798680125
219,99.0953324092844,24.5597135047237,70.7571955739521,18.6269996035844,14.4586346476462,4.06377215173977,"0","0",981.815429000861
220,30.9963304582191,12.6822181565184,1.17109468002561,14.8332659620792,11.8734315060076,-4.31390231429496,"0","0",1030.56736195559
221,63.7877294675069,28.9367068325504,15.8045719755202,43.4747659321874,41.267378037563,5.98365378015408,"0","0",898.654153631996
222,61.1198370926064,19.0394365724422,62.7692666792552,18.3231017272919,17.5721338113558,11.8823521430568,"0","0",935.15711004096
223,50.5284235165695,21.5044621705106,32.6429928293654,17.2301139961928,16.3641803331165,1.70160917047943,"0","1",1225.95280066477
224,160.082778708743,1.42451199295199,18.9958648848925,10.0126131810248,10.3033178149161,2.67317877533649,"0","0",990.12775252746
225,58.01701778857,37.2266247565438,33.1975857801276,32.2429597936571,29.6120633476518,6.28312052449823,"0","0",943.227655433666
226,63.4311076942984,12.998152255094,19.9910603261279,17.3711129464209,15.5649841120815,2.63411042344206,"0","0",945.853816964371
227,122.602531029562,37.2119626100009,50.6058050590662,22.3412903398275,21.0658722288063,2.88395016550474,"0","0",998.012951471923
228,67.9894038315357,8.61317584986476,10.77772075781,21.6996616497636,19.0263663180445,0.910894094291292,"0","0",953.963315906229
229,171.383748498342,44.959210597877,6.37628303595186,39.1188352182508,35.6989860494203,-0.905221200057111,"0","0",1123.87403961778
230,102.198255227885,16.3092826738878,34.7745693433185,26.1442367359996,25.0677257987961,-4.66146134786055,"0","0",950.796716943194
231,50.3954269332765,9.49003345506397,49.1115158279245,24.7872602567077,23.6202830460203,0.235984970942492,"0","0",1422.450488913
232,88.8728509630979,5.74171366350753,80.2655756270972,33.5503954067826,34.8052643754303,-1.59333941800241,"0","0",915.593611594258
233,126.307025462924,62.3158206858171,86.9424518993874,11.4695093408227,9.5561039885726,2.41750557299868,"0","0",969.774086814871
234,158.497452797409,128.365545630987,3.92169831519977,24.7947865352035,22.7364793552539,-3.11353752091734,"0","0",944.04881587062
235,93.069173463445,28.1877795039388,24.8189511375464,22.5619688350707,18.1523166595934,-2.23749150801074,"0","0",937.831817724716
236,70.4080426736562,25.9434136549343,13.6528467794744,18.4496093261987,17.4180671546709,7.5596179639669,"0","0",927.46968382289
237,60.2516606801155,86.8711694404259,18.8614397046465,18.5826902743429,15.2172848161681,-8.89546470427937,"0","0",929.089584457345
238,202.7435167794,3.30837155611653,3.89935289842894,35.7085188571364,29.5586936595119,-7.15594173671291,"0","0",958.787643857811
239,71.2559573269593,1.70590455666503,60.7318513263851,15.7811520714313,14.4410120453208,-5.24927619992806,"0","0",966.65001167368
240,93.9059122320285,32.2454607390681,87.2813682334355,44.6108593326062,40.3066910778204,-4.40924898350006,"0","0",957.992577086927
241,300.01517949467,36.9214245322054,22.2576834950573,27.5893676374108,26.8585233165074,-1.01379944142662,"0","0",1047.29861492783
242,38.8726428205204,2.77092595286725,55.4634288178163,45.261980490759,38.7247013093985,-2.4669287131711,"0","0",947.02456782802
243,186.715240806293,45.8765873509782,68.5747963865718,45.9094338864088,43.426744409338,3.22728469070126,"0","0",1014.76742470354
244,167.998062707627,26.6348151227762,7.35800381963208,36.9869194831699,31.1894234189926,-6.81016573092565,"0","0",977.721804120218
245,63.6876414066846,0.288822222678873,19.9814058776454,11.4103776868433,13.4564692364802,-1.56528479661456,"0","0",981.24240122139
246,21.0687607349291,27.4049785381906,28.2247147724652,46.2656887061894,43.8268521585969,-12.0529984836451,"0","0",883.872433961837
247,34.6383953287653,38.6155381367183,35.9106715066245,35.7118241302669,33.4548702342323,-4.52635212245665,"0","0",905.039609806323
248,61.0745668047722,116.981352458438,9.51076372733339,22.0117268897593,20.8954620901597,-5.76040305614582,"0","0",920.393056347661
249,104.548760663845,7.20401232458882,8.06105888281793,44.5417856704444,41.9451049560432,3.46529932246792,"0","0",922.036647774409
250,50.8681057546781,3.38323572183601,8.49949415195455,44.1185216326267,39.8464546703423,-3.8679880774113,"0","0",913.741143324168
251,36.1284552612176,27.2031198602247,49.1267000381159,48.9607062656432,42.3464073493158,0.817763411519913,"0","0",898.699828824466
252,188.138715278561,42.4943639728197,94.4429484363226,24.5224079769105,25.8709750388277,1.08281374815589,"0","0",1015.1989744796
253,75.2235307274632,49.1276797817863,5.21275451681759,30.2986129838973,25.8261903633736,-7.704041264923,"0","0",962.839217599465
254,147.530237661748,33.9623446437801,41.5792369369014,27.9285781085491,24.9429521469295,-7.91008422366222,"0","0",1014.628755188
255,38.2430225140288,11.0268036559461,21.786238763202,43.5040165856481,40.0951518411398,-3.87458797889019,"0","0",936.66139572221
256,72.3690149178256,11.3339105413481,22.9463541674502,22.454413594678,20.135811925594,5.69524376785987,"0","0",993.819601683174
257,105.705456273987,41.5238537935545,4.49004684484763,20.9328892175108,17.7293697831226,-5.24379426093953,"0","0",987.532614864085
258,59.5668376401974,4.92978241165503,25.3944662155079,15.6070619542152,17.8832608103752,-3.32999572668097,"0","0",978.237984399489
259,13.0894158250922,10.5543476178966,32.8928912477554,42.4086954258382,34.9246583158387,-8.88160710281445,"0","0",931.099838703217
260,76.715240676284,23.5845537278362,32.9690418782786,30.9206002764404,25.5882785004072,-12.8989900242658,"0","0",966.504921394403
261,30.5395010850818,19.2233086800485,53.89137218111,40.8318268600851,39.625838046531,-7.84673015009957,"0","0",922.47590181299
262,36.4999347037416,7.41575972474444,23.0642104181478,42.8217434789985,36.0274367965578,-11.9571501781627,"0","0",895.000613035314
263,88.7131838436292,54.852497288345,31.8664900338337,42.1131266560405,40.3628676421453,-3.85294513282259,"0","0",912.289610993847
264,88.3968361675962,8.71065398565461,20.3941924430532,18.8504831586033,19.9658784638306,-7.28249354629521,"0","0",919.592154398018
265,83.169867902051,4.13057716998587,33.4215796770811,39.2566370312124,34.5865791506886,-3.15934591775814,"0","0",909.659722188187
266,56.2321201041959,16.2006450455275,44.5522284758285,42.4196689389646,41.3829879654892,-8.31204765267854,"0","0",907.75156766832
267,126.050201766087,28.6723352354012,19.9262214278401,41.1119665950537,38.1212452181576,-9.75326365010605,"0","0",940.17202941252
268,78.5117191110965,1.12973763952035,29.7665004059237,21.0024216026068,18.1117271557174,-11.2833485200144,"0","0",923.841512661352
269,33.3829534029231,17.5891015589337,9.83166508720165,21.0959806852043,17.7571449847165,-5.79452757608928,"0","0",920.943665054542
270,120.590694858727,39.5254171031188,3.83489116831075,14.7828042414039,12.0461015879201,-2.1981073189926,"0","0",969.981516367372
271,49.7748561282751,46.9789405177713,86.2902624694327,29.8312967922539,28.0071117617415,-11.8246527303625,"0","0",957.560409085087
272,95.9808813486998,24.4542932052489,20.1453199848037,27.8851361945271,23.3598039434266,-11.5520249685218,"0","0",943.867571325124
273,92.4656186160929,2.08841498424196,27.041618181282,41.1362071428448,39.0424954177957,-6.67316125382508,"0","0",933.240792690224
274,6.83278264073633,20.8772873139361,21.6738192653521,15.6628501228988,11.7495756610932,-8.76770281359502,"0","0",1046.50095717791
275,147.850515940271,35.9585976279624,26.4627877235251,18.2575569208711,16.7806660904889,-3.09930358038137,"0","0",956.7422368223
276,212.70169584205,2.8847663606971,16.1271900682813,24.012313876301,22.0847913545337,0.93370365216898,"0","0",1116.9024195031
277,141.494473226784,13.9679142294166,24.104177429931,42.0691303629428,39.4317318353744,1.40225205062441,"0","0",915.039258402143
278,161.438208465449,0.697727896615502,86.4448410077418,12.3713711928576,9.88589950701564,-10.3982819895763,"0","0",946.738665832919
279,140.479485656145,54.132219299059,11.3784847931528,23.7297276500612,20.0436140759655,-6.3943270980348,"0","0",898.464673951817
280,106.936696687379,33.5604089969887,94.4802203478817,17.7523156069219,19.9155268456623,-9.67371127208595,"0","0",930.16602529743
281,43.5692907371374,97.4087558062904,40.42746385174,25.1776907965541,20.8274599814767,-11.1913299524428,"0","0",877.328644147855
282,86.3644265829808,53.9984850510472,69.1067785435682,40.6110083218664,38.3418573505471,-2.23143060450963,"0","0",1051.02997589962
283,52.9268425580383,35.5018290400343,30.5235116700712,27.4875206127763,23.0727888058158,-11.2472066555702,"0","0",882.492258763028
284,140.184570474317,29.9091869035541,22.1432860806896,28.2914322800934,26.0389694161323,-0.204496561457722,"0","0",946.628053589035
